url_commit, message
https://github.com/djmuhlestein/fx2lib/commit/13556f32fc8b7ad36464c9f3f1c3479d8027ed81,"Merge pull request #33 from DanielO/py3

Run 2to3 over the script and open file as binary for Python 3 support."
https://github.com/djmuhlestein/fx2lib/commit/0be2f7c5f38ff37d58968493622fe21f8de46962,"Merge pull request #31 from tai/add-better-non-sdcc-tool-support

Updated __at macros to use __at(...) style syntax."
https://github.com/djmuhlestein/fx2lib/commit/013a7562df99fe24b5ef716ff424395d25dd0f3c,"Run 2to3 over the script and open file as binary for Python 3 support.
Also trim trailing whitespace while I'm here."
https://github.com/djmuhlestein/fx2lib/commit/ecf6f88a97a8a824d753c5c14ee0c925c4aea766,Updated __at macros to use __at(...) style syntax.
https://github.com/djmuhlestein/fx2lib/commit/ab74f750a4074e0527c8b6d0b149d0756d4dd96d,Made serial.c agree with Semen's changes to serial.h
https://github.com/djmuhlestein/fx2lib/commit/73c7ab9a55ab261fea6df8c3533c0bc862b10528,Merge branch 'semenmiroshnichenko-master'
https://github.com/djmuhlestein/fx2lib/commit/c9003a9761ee275c3f16234e4be5de45903f105c,Merge branch 'master' of https://github.com/semenmiroshnichenko/fx2lib into semenmiroshnichenko-master
https://github.com/djmuhlestein/fx2lib/commit/88af03f996747e724a195ae804993869c06c2f10,Merge branch 'StefanBruens-master'
https://github.com/djmuhlestein/fx2lib/commit/15a32a896ef95e729092a1008c1b7739a5698842,make comportable with SDCC 3.9.0 (sdcclib was replaced with sdar utility
https://github.com/djmuhlestein/fx2lib/commit/e6b6647a6a2ef6e1fd10e655887dfd02a2f59738,"Cleanup default make rules

make is clever enough to try several matching rules and use the one with
satisfiable rules. This also only rebuilds changed parts, whereas the
old rule recreated all firmware dependencies unconditionally.

Also split linker LINKFLAGS from compile SDCCFLAGS.

Signed-off-by: Stefan Brüns <stefan.bruens@rwth-aachen.de>"
https://github.com/djmuhlestein/fx2lib/commit/d54a4edd265c6a7c7b719ba2128f6786760ede2d,"Merge pull request #26 from resetnow/master

Allow redefining SDCC commands in Makefile"
https://github.com/djmuhlestein/fx2lib/commit/68a6c4ce665432d217fd5381048afc663469191a,"Allow redefining SDCC commands in Makefile

Signed-off-by: Vlad Ivanov <vlad-mbx@ya.ru>"
https://github.com/djmuhlestein/fx2lib/commit/aaa470e377ca0bf861244b10cdf4bdc4615d8bc1,"Merge pull request #21 from StefanBruens/master

Cleanup of autovector interrupt code"
https://github.com/djmuhlestein/fx2lib/commit/0c3977cca815b18d299db3edb32344565f202a06,"Avoid multiple evaluation of argument to RESETTOGGLE macro

If the argument evaluation has side effects, the expansion has unwanted
effects. Also the evaluation may be expensive (e.g. fetching data from
a volatile register).
The new code can be better optimized by sdcc, and avoids fetching contents
from the volatile TOGCTL register."
https://github.com/djmuhlestein/fx2lib/commit/7af0c343cfe51718ac79276b47d8f2dc959cd754,"replace USB/GPIF autovector asm code with normal interrupt

The jump table is target for both the USB as the GPIF interrupt. Including
autovector.h references the _gpif_isr/_usb_isr symbols and forces linking
of the jump table.

Signed-off-by: Stefan Brüns <stefan.bruens@rwth-aachen.de>"
https://github.com/djmuhlestein/fx2lib/commit/e234db6a63c3229082d7a51c97d0c321e2eb1465,"cleanup interrupt code

Autovector interrupts should not specify an interrupt number, as these
creates unnecessary entries in the interrupt table, wasting 8 bytes
of direct adressable memory per entry.
The entry for interrupt 13 (which is nonexistant) is used to reserve
enough space for the overlays for interrupt 8 (USB) and 10 (GPIF).

Signed-off-by: Stefan Brüns <stefan.bruens@rwth-aachen.de>"
https://github.com/djmuhlestein/fx2lib/commit/0575fc8ca2e88f5bbe00e9081fe6892fa16df41c,"Merge pull request #20 from mithro/travis-fix

Adding the needed libusb-1.0-dev package to travis build."
https://github.com/djmuhlestein/fx2lib/commit/a4a551699f32899346cce9f515f598c3efac2797,Adding --force-yes to sdcc install.
https://github.com/djmuhlestein/fx2lib/commit/b55491b6d6fe0eb3761828e1c118444928185d01,Fixing the travis build.
https://github.com/djmuhlestein/fx2lib/commit/e015d5c64dba30edaa6b9ecb8aee2ff01877a68d,"Merge pull request #18 from mithro/sschnelle-rebase

Rebase of extra FX2 firmware developed by Sven Schnelle"
https://github.com/djmuhlestein/fx2lib/commit/f81e24f261602353350b9fe9c630ad432c0a4f0a,"Merge pull request #17 from mithro/dscr-debug-type

Adding DSCR_DEBUG_TYPE definition."
https://github.com/djmuhlestein/fx2lib/commit/a84af1eea27b76d62178692bf3abfbfb80f36f64,"Merge pull request #16 from mithro/sio-init-word

serial: Extend baud rate argument to DWORD to allow all rates."
https://github.com/djmuhlestein/fx2lib/commit/d4381e69e9e82cc60da5ca2afcc4a65d0f548838,"Merge pull request #14 from codepainters/clean_fix

Clean target fix"
https://github.com/djmuhlestein/fx2lib/commit/edc2b7052ad446a7de10a067051080184889e6aa,"Merge pull request #19 from mithro/travis

Adding Travis-CI building."
https://github.com/djmuhlestein/fx2lib/commit/679a86761f249c6062bc07337f113090d4300705,Adding .travis build file.
https://github.com/djmuhlestein/fx2lib/commit/121e04a327bc09a7c2580a3af166af3f8423ab7e,Adding myself and Sven to Contributors section of the README.
https://github.com/djmuhlestein/fx2lib/commit/fd65a4e019e7df0d770d7ff50283d161369beabd,"Change order of EP2 initialization

Seems to make a difference: The old order didn't work sometimes.

Signed-off-by: Sven Schnelle <svens@stackframe.org>"
https://github.com/djmuhlestein/fx2lib/commit/6f6cddf4684aa83724e34fc5662cf8e548eec8af,Adding usbmon_c firmware to Makefile and NOTES file.
https://github.com/djmuhlestein/fx2lib/commit/85a88ed70a210327cf8ddba68a54151c607769c6,Add USBMON test firmware
https://github.com/djmuhlestein/fx2lib/commit/f58bf1c2d8b4cefe51b886c106a3cd0baa828142,Adding .gitignore file for helper tools.
https://github.com/djmuhlestein/fx2lib/commit/1680788599147995df8f58965eefec5638ac5bab,"Handle DEBUG feature

Signed-off-by: Sven Schnelle <svens@stackframe.org>"
https://github.com/djmuhlestein/fx2lib/commit/275e9b1cca2f123f55a8fb1839aa465bd15c6fd8,"Add CDC descriptors to debugdevice_full_duplex

Signed-off-by: Sven Schnelle <svens@stackframe.org>"
https://github.com/djmuhlestein/fx2lib/commit/b15a894d0021513ffaf753aae15f775767191902,"Add full duplex debug device code

Signed-off-by: Sven Schnelle <svens@stackframe.org>"
https://github.com/djmuhlestein/fx2lib/commit/cfb54848c3074f325ae38cde6c3bc44217334b36,Starting work on a full-duplex version of debugdevice firmware.
https://github.com/djmuhlestein/fx2lib/commit/6cf79ac6417bf8d8d9b8054ce4a610e86037b363,Fixing debugdevice for latest code.
https://github.com/djmuhlestein/fx2lib/commit/e3ee3574f945e9099a0245b9bd1dca2029c5850b,Adding debugdev example to Makefile and NOTES file.
https://github.com/djmuhlestein/fx2lib/commit/ff740a1a9dae4e886b35141a5ccff0006e9e0e24,"Add debugdev example

EHCI defines a DEBUG device, which might be used for low level
hardware debugging. Lets add this as an example usage for fx2lib.

Signed-off-by: Sven Schnelle <svens@stackframe.org>"
https://github.com/djmuhlestein/fx2lib/commit/db2122f2adfe1f507119df5423e8c732a5d9575c,Merge branches 'dscr-debug-type' and 'sio-init-word' into sschnelle-rebase
https://github.com/djmuhlestein/fx2lib/commit/9a0bccd897340b2d4323f52ec79ade155a942b86,"Adding DSCR_DEBUG_TYPE definition.

The debug type descriptor is a Linux extension to the descriptor types which is
useful for debugging problems in the USB stack. It is used by the usbmon and
debugdevice firmware."
https://github.com/djmuhlestein/fx2lib/commit/a4d9d3216726a61b27c2ed9e27b51aa9f8ec5782,"serial: extend argument to DWORD

it isn't possible with a WORD type to specify higher baud rates
like 115Kbaud.

Signed-off-by: Sven Schnelle <svens@stackframe.org>"
https://github.com/djmuhlestein/fx2lib/commit/4d3336c3b5ebc2127a8e3c013ea13ad58873e9e0,"Merge pull request #15 from codepainters/fix_irq_macros

Added missing USB interrupts enable/clear macros"
https://github.com/djmuhlestein/fx2lib/commit/2cbfff079d84d1eaa5a0e905ec7d4b5b7988c655,Added missing USB interrupts enable/clear macros
https://github.com/djmuhlestein/fx2lib/commit/7f73c8382d3fd8f52b97577de37c5facfad5b8eb,"Added .lk, .rst and .a51 to clean target"
https://github.com/djmuhlestein/fx2lib/commit/851a41b3a495b693b4a61e89fd12a685786d7d6f,"Let clean target work with sh as well

make clean was not working on my Ubuntu box, make seems to pass
rm with all the params as is to /bin/sh -c, and *.{...} syntax
is bash-only. Simple foreach solves the problem."
https://github.com/djmuhlestein/fx2lib/commit/009511b4ed4e2e27ad5aadbbbb22d4985b5a3448,"Merge pull request #12 from vpelletier/for_djmuhlestein

eputils: NAKALL must be kept asserted until last fifo is reset."
https://github.com/djmuhlestein/fx2lib/commit/022d5f3c49190625449215261efb648911f5a930,"Merge pull request #11 from sylphase/bugfixes

Bugfixes"
https://github.com/djmuhlestein/fx2lib/commit/de44b3d5f419f015517df7a8e68e221940717a4b,"eputils: NAKALL must be kept asserted until last fifo is reset.

As specified in
  EZ-USB® Technical Reference Manual, Document # 001-13670 Rev. *D
(and since rev. *A), table C-1 page 384:
  Set flags and byte counts to default
  values; write 0x80 to NAK all trans-
  fers, then write NAKALL OR’ed with
  FIFO number, then write 0x00 to re-
  store normal operation"
https://github.com/djmuhlestein/fx2lib/commit/d0f80fe28b50d022972ac2fc1def10bc7cebf43d,"Use most conservative SYNCDELAY in gpif.c, since it's precompiled and we don't know what speeds will be used."
https://github.com/djmuhlestein/fx2lib/commit/4b47fc653083090ca06d2ec71ee74aa77e86b544,"Added all the possibly useful SYNCDELAYs so that SYNCDELAY can be defined with sdcc's -D option, e.g. in a Makefile."
https://github.com/djmuhlestein/fx2lib/commit/fb7043f86687b95384a25d1ee9b6139f8c9d5735,"Merge pull request #4 from vpelletier/95ef680170a659b154eba045a24be48c2f5d2aad

Trivial cleanup."
https://github.com/djmuhlestein/fx2lib/commit/e778c86d2b894e8de098e74a37bb8022da2a2802,"Merge pull request #10 from dewyatt/mkincludes

Add INCLUDES to fx2.mk"
https://github.com/djmuhlestein/fx2lib/commit/17bc61e03c76f29e2fe95377acdca9305af310c0,"Merge pull request #9 from dewyatt/handle_dscr

Add descriptor handling hook"
https://github.com/djmuhlestein/fx2lib/commit/df10666b3c1d0ee632ed1e105ba018b05bb31e3b,Add INCLUDES to makefile for adding include directories when building firmware using fx2.mk.
https://github.com/djmuhlestein/fx2lib/commit/6dd05f68e9eaceed2142e12aeb646284e8cb1043,Add descriptor handling hook
https://github.com/djmuhlestein/fx2lib/commit/fe43f65280cf690b378e445c3d5c6e6d9e9d489f,"Merge pull request #1 from DanielO/master

fx2lib pull request"
https://github.com/djmuhlestein/fx2lib/commit/5018af97962410ca7a9f3befc80da33aa482c2be,"Merge pull request #7 from ssaury/patch-1

Update fx2regs.h"
https://github.com/djmuhlestein/fx2lib/commit/8562713e56f41d6817728f14928b3a664079f07a,"Update fx2regs.h

Added a few bit masks to the end points configuration (epxcfg) and interface configuration (ifconfig)."
https://github.com/djmuhlestein/fx2lib/commit/95ef680170a659b154eba045a24be48c2f5d2aad,Drop duplicate extern declaration.
https://github.com/djmuhlestein/fx2lib/commit/04a390fd9456a0c454034c5b9c8134ce75837bb6,"Merge pull request #3 from vpelletier/master

Define a few missing #define"
https://github.com/djmuhlestein/fx2lib/commit/d7ed3b3ea80fe1913b101d39cba983b3cddfd76d,Add macros for EP0IN interrupts.
https://github.com/djmuhlestein/fx2lib/commit/58034c07117380c94c79b476dbf86466c5c6be20,Define a few missing bit masks.
https://github.com/djmuhlestein/fx2lib/commit/f03c6a5c61ae98e99824fd389dbb378ca9661e2f,Cast to WORD (not sure it's necessary) and put braces around the arguments.
https://github.com/djmuhlestein/fx2lib/commit/9ebf874782e9c9d414b79f2c1141270e0cb8e004,"Change default assembler to sdas8051 as that is what it is on all
systems I used."
https://github.com/djmuhlestein/fx2lib/commit/88fc4ff6b1989742c60fd176a7d5531041b57f37,"Reset the toggle when clearing a stall. This is necessary otherwise a
stall will cause data toggles to (potentially) mismatch and data will
be lost."
https://github.com/djmuhlestein/fx2lib/commit/c871b64002ad8eb741755a6514e89a6ce54c795a,"SYNCDELAY() -> SYNCDELAY

This makes the define compatible with GPIF designer generated code."
https://github.com/djmuhlestein/fx2lib/commit/ca5c1acacd1abc83e899325033df088a5fc8ecf1,Make 'make' and 'make clean' work from the top of the tree.
https://github.com/djmuhlestein/fx2lib/commit/3071389d9a868ed553b84809b399008648536fcf,"Fix deprecated name warnings. ie..
bit -> __bit
sfr -> __sfr
xdata -> __xdata
_asm -> __asm
_endasm -> __endasm
interrupt -> __interrupt
at -> __at"
https://github.com/djmuhlestein/fx2lib/commit/fc10289f6be5aec3324b05016ee8b700c926b199,"Don't hard code the assembler name.
(MacOSX snapshots [at least] of SDCC call it sdas8051)"
https://github.com/djmuhlestein/fx2lib/commit/b3e19def45056f63644227626d96e29ca82718ed,Updated Changelog
https://github.com/djmuhlestein/fx2lib/commit/8f727bdb01a772ffdc6b63e9228ac210dbefcf82,make -B to work with builddir target.
https://github.com/djmuhlestein/fx2lib/commit/9e3a495463f5c2d85cde255c52b75e235861e4b9,"Changed Makefile format.

Only set the default variables if they are not already set.
Allows for slightly simple firmware projects  You can set the variables
before including the fx2.mk instead of after."
https://github.com/djmuhlestein/fx2lib/commit/b7617458b2a52357ec373faf19b7ecbf3f1a27d8,Correct when asm sources not local.
https://github.com/djmuhlestein/fx2lib/commit/3fef1d059579f15083ec624dcab203cf716798c7,Change default build to put files in a build directory.
https://github.com/djmuhlestein/fx2lib/commit/8d43a3a16e230ba415029264fc1660421354e4db,Fixed relative path issue in Makefile
https://github.com/djmuhlestein/fx2lib/commit/f2716161bd49705c842887d99bcb8648a3201bd3,"Added DEPS option to fx2.mk so that any dependancies, like auto-generated header files, can be correctly added to the make system"
https://github.com/djmuhlestein/fx2lib/commit/5b38620a6d295e5a4dc55289ff6ff4de2afb6219,"Slight change to Makefile

Makes make -B work correctly."
https://github.com/djmuhlestein/fx2lib/commit/f46d8725527fb33c4747212656974764611823b7,Change Makefile to product rels in local directory
https://github.com/djmuhlestein/fx2lib/commit/1ead1877fb2f29feba10418784c02fbb2d1ca6da,output rels to the same directory the source is at.
https://github.com/djmuhlestein/fx2lib/commit/741d6ad9dbca1775b95adb6b74a0789097edbe65,Corrected ignore file for timers.
https://github.com/djmuhlestein/fx2lib/commit/c3a5bfd08d549bfcb9d7725cc64a4646d4244f01,"Added timers example.

Updated fx2ints.h to include macros to enable and clear
the timer interrupts."
https://github.com/djmuhlestein/fx2lib/commit/58ba9cb0c5126ce6a14521a9503b283497c34de9,Changelog and Readme
https://github.com/djmuhlestein/fx2lib/commit/119861a80021a5005a3a10bda8fc01a15687735e,Clean target to remove interrupt artifacts.
